id_data,id_column,key,en,de,fr,es
data_trajectory_alignment,technology,ICE_HDV,HDV: ICE,HDV: Verbrennungsmotor,HDV: Moteur à combustion,VP: Vehículos de combustión interna
data_trajectory_alignment,technology,Coal,Coal,Kohle,Charbon,Carbón
data_trajectory_alignment,unit,number of cars,number of cars,Anzahl der Autos,nombre de voitures,número de vehículos
data_trajectory_alignment,unit,GJ/a,GJ/a,GJ pro Jahr,GJ/a,GJ/a
data_trajectory_alignment,unit,MW,MW,MW,MW,MW
data_trajectory_alignment,unit,t/a,t/a,Tonnen pro Jahr,t/a,t/a
data_trajectory_alignment,scenario,production,production,Produktion,production,producción
data_trajectory_alignment,portfolio_name,pensionfund,Pension Fund Peer Group,Pensionsfonds Peergroup,Fonds de pensiongrupo de pares,Fondos de pensiones groupe de pairs
data_trajectory_alignment,portfolio_name,asset,Asset Manager Peer Group,Vermögensverwalter Peergroup,Gestionnaire d'actifs grupo de pares,Administrador de activos groupe de pairs
data_trajectory_alignment,portfolio_name,bank,Banking Peer Group,Bankwesen Peergroup,Banque grupo de pares,Banca groupe de pairs
data_trajectory_alignment,portfolio_name,insurance,Insurance Peer Group,Versicherung Peergroup,Assurance grupo de pares,Aseguradoras groupe de pairs
data_trajectory_alignment,portfolio_name,Meta Investor,Meta Investor Peer Group,Meta-Investor Peergroup,Méta-investisseur grupo de pares,Meta Inversionista groupe de pairs
data_trajectory_alignment,portfolio_name,Others,Others Peer Group,Anderen Peergroup,Autres grupo de pares,Otros groupe de pairs
data_trajectory_alignment,portfolio_name,Pension Funds and Insurances,Pension Funds and Insurances Peer Group,Pensionsfonds und Versicherung Peergroup,Fonds de pension et assurances grupo de pares,Fondos de pensiones groupe de pairs
data_trajectory_alignment,portfolio_name,Banks and Asset Managers,Banks and Asset Managers Peer Group,Banken und Vermögensverwalter Peergroup,Banques et gestionnaires d'actifs grupo de pares,Bancos y administradores de activos groupe de pairs
data_trajectory_alignment,portfolio_name,multimercado_alocacao,Multimercado Alocacao,Multimercado Alocacao,Multimercado Alocacao,Multimercado Alocacao
data_trajectory_alignment,portfolio_name,multimercado_estrategia,Multimercado Estrategia,Multimercado Estrategia,Multimercado Estrategia,Multimercado Estrategia
data_trajectory_alignment,portfolio_name,outros,Outros,Outros,Outros,Outros
data_trajectory_alignment,portfolio_name,renda_fixa_credito_privado,Renda Fixa Credito Privado,Renda Fixa Credito Privado,Renda Fixa Credito Privado,Renda Fixa Credito Privado
data_trajectory_alignment,portfolio_name,acoes_indexados,Acoes Indexados,Acoes Indexados,Acoes Indexados,Acoes Indexados
data_trajectory_alignment,portfolio_name,acoes_esg,Acoes ESG,Acoes ESG,Acoes ESG,Acoes ESG
data_trajectory_alignment,portfolio_name,acoes_ativos,Acoes Ativos,Acoes Ativos,Acoes Ativos,Acoes Ativos
data_emissions,allocation,portfolio_weight,Portfolio Weight,Portfolio-Gewichtung,Poids du portefeuille,Peso en la cartera
data_emissions,allocation,ownership_weight,Ownership Weight,Gewicht des Eigentums,Poids de la propriété,"Peso, según enfoque de propiedad"
data_emissions,asset_class,Corporate Bonds,Corporate Bonds,Unternehmensanleihen,Obligations d'entreprises,Bonos corporativos
data_emissions,asset_class,Listed Equity,Listed Equity,Aktien,Actions,Acciones
data_emissions,equity_market,Global Market,Global Market,Globaler Markt,Marché mondial,Mercado Global
data_emissions,equity_market,Developed Market,Developed Market,Entwickelter Markt,Marché développé,Mercado Desarrollado
data_emissions,equity_market,Emerging Market,Emerging Market,Aufstrebender Markt,Marché émergent,Mercado Emergente
data_emissions,sector,Automotive,Automotive,Automobilindustrie,Industrie automobile,Automotriz
data_emissions,sector,Coal,Coal,Kohle,Charbon,Carbón
data_emissions,sector,Oil&Gas,Oil & Gas,Öl & Gas,Pétrole et gaz,Petróleo y gas
data_emissions,sector,Power,Power,Energie,Energie,Energía
data_emissions,sector,Cement,Cement,Zement,Ciment,Cement
data_emissions,sector,Steel,Steel,Stahl,Acier,Acero
data_emissions,sector,Aviation,Aviation,Luftfahrt,Aviation,Aviación
data_emissions,sector,Shipping,Shipping,Schifffahrt,Transport maritime,Transporte marítimo
data_emissions,unit,tons of CO2 per km per cars produced,tons of CO2 per km per cars produced,Tonnen CO2 pro km pro produziertem Auto,tonnes de CO2 par km et par voiture produite,toneladas de CO2 por km por vehículos producidos
data_emissions,unit,tons of CO2 per tones of cement,tons of CO2 per tones of cement,Tonnen CO2 pro Tonne Zement,tonnes de CO2 par tonne de ciment,toneladas de CO2 por toneladas de cemento
data_emissions,unit,tons of CO2 per GJ,tons of CO2 per GJ,Tonnen CO2 pro GJ,tonnes de CO2 par GJ,toneladas de CO2 por GJ
data_emissions,unit,tons of CO2 per MWh,tons of CO2 per MWh,Tonnen CO2 pro MWh,tonnes de CO2 par MWh,toneladas de CO2 por MWh
data_emissions,unit,tons of CO2 per tons of steel,tons of CO2 per tons of steel,tons of CO2 prp Tonne Stahl,tonnes de CO2 par tonne d'acier,toneladas de CO2 por toneladas de acero
data_emissions,unit,tons of CO2 per passenger km per active planes,tons of CO2 per passenger km per active planes,Tonnen CO2 pro Passagierkilometer pro aktivem Flugzeug,tonnes de CO2 par passager/km par avion en activité,toneladas de CO2 por pasajero km por aviones activos
data_emissions,unit,tons of CO2 per tons of coal,tons of CO2 per tons of coal,Tonnen CO2 pro Tonnen Kohle,tonnes de CO2 par tonne de charbon,toneladas de CO2 por toneladas de carbón
data_company_bubble,ald_sector,Automotive,Automotive,Automobilindustrie,Industrie automobile,Automotriz
data_company_bubble,ald_sector,Coal,Coal,Kohle,Charbon,Carbón
data_company_bubble,ald_sector,Oil&Gas,Oil&Gas,Öl&Gas,Pétrole et gaz,Petróleo y gas
data_company_bubble,ald_sector,Power,Power,Energie,Energie,Energía
data_company_bubble,asset_class,Corporate Bonds,Corporate Bonds,Unternehmensanleihen,Obligations d'entreprises,Bonos corporativos
data_company_bubble,asset_class,Listed Equity,Listed Equity,Aktien,Actions,Acciones
data_key_bars_company,ald_sector,Automotive,Automotive,Automobilindustrie,Industrie automobile,Automotriz
data_key_bars_company,ald_sector,Coal,Coal,Kohle,Charbon,Carbón
data_key_bars_company,ald_sector,Oil&Gas,Oil&Gas,Öl&Gas,Pétrole et gaz,Petróleo y gas
data_key_bars_company,ald_sector,Power,Power,Energie,Energie,Energía
data_key_bars_company,ald_sector,Aviation,Aviation,Luftfahrt,Aviation,Aviación
data_key_bars_company,ald_sector,Cement,Cement,Zement,Ciment,Cement
data_key_bars_company,ald_sector,Shipping,Shipping,Schifffahrt,Transport maritime,Transporte marítimo
data_key_bars_company,ald_sector,Steel,Steel,Stahl,Acier,Acero
data_key_bars_company,asset_class,Corporate Bonds,Corporate Bonds,Unternehmensanleihen,Obligations d'entreprises,Bonos corporativos
data_key_bars_company,asset_class,Listed Equity,Listed Equity,Aktien,Actions,Acciones
data_key_bars_company,technology,Electric,LDV: Electric,LDV: Elektrische,LDV: Électrique,VL: Vehículos eléctricos
data_key_bars_company,technology,Hybrid,LDV: Hybrid,LDV: Hybrid,LDV: Hybride,VL: Vehículos híbridos
data_key_bars_company,technology,ICE,LDV: ICE,LDV: Verbrennungsmotor,LDV: Moteur à combustion,VL: Vehículos de combustión interna
data_key_bars_company,technology,FuelCell,LDV: Fuel Cell,LDV: Brennstoffzellen,LDV: Pile à combustible,VL: Vehículos de pilas de combustibles
data_key_bars_company,technology,Coal,Coal,Kohle,Charbon,Carbón
data_key_bars_company,technology,Gas,Gas,Gas,Gaz,Gas
data_key_bars_company,technology,Oil,Oil,Öl,Pétrole,Petróleo
data_key_bars_company,technology,CoalCap,Coal Power,Kohlekraft,Energie à base de charbon,Energía a base de carbón
data_key_bars_company,technology,GasCap,Gas Power,Gaskraft,Energie à base de gaz,Energía a base de gas
data_key_bars_company,technology,HydroCap,Hydropower,Wasserkraft,Energie hydraulique,Energía hidroeléctrica
data_key_bars_company,technology,NuclearCap,Nuclear Power,Kernenergie,Energie nucléaire,Energía nuclear
data_key_bars_company,technology,OilCap,Oil Power,Öl-Power,Energie à base de pétrole,Energía a base de petróleo
data_key_bars_company,technology,RenewablesCap,Renewables,Erneuerbare Energien,Energie renouvelable,Energías Renovables
data_key_bars_company,technology,Electric_HDV,HDV: Electric,HDV: Elektrisches,HDV: Electrique,VP: Vehículos eléctricos
data_key_bars_company,technology,FuelCell_HDV,HDV: Fuel Cell,HDV: Brennstoffzellen,HDV: Pile à combustible,VP: Vehículos de pilas de combustibles
data_key_bars_company,technology,Hybrid_HDV,HDV: Hybrid,HDV: Hybridantrieb,HDV: Hybride,VP: Vehículos híbridos
data_key_bars_company,technology,ICE_HDV,HDV: ICE,HDV: Verbrennungsmotor,HDV: Moteur à combustion,VP: Vehículos de combustión interna
data_key_bars_company,technology,Freight,Freight,Fracht,Fret,Carga
data_key_bars_company,technology,Mix,Mix,Mischen,Mix,Mixto
data_key_bars_company,technology,Other,Other,Andere,Autres,Otros
data_key_bars_company,technology,Passenger,Passenger,Passagier,Passager,Pasajero
data_key_bars_portfolio,ald_sector,Automotive,Automotive,Automobilindustrie,Industrie automobile,Automotriz
data_key_bars_portfolio,ald_sector,Coal,Coal,Kohle,Charbon,Carbón
data_key_bars_portfolio,ald_sector,Oil&Gas,Oil & Gas,Öl & Gas,Pétrole et gaz,Petróleo y gas
data_key_bars_portfolio,ald_sector,Power,Power,Energie,Energie,Energía
data_key_bars_portfolio,ald_sector,Aviation,Aviation,Luftfahrt,Aviation,Aviación
data_key_bars_portfolio,ald_sector,Cement,Cement,Zement,Ciment,Cement
data_key_bars_portfolio,ald_sector,Shipping,Shipping,Schifffahrt,Transport maritime,Transporte marítimo
data_key_bars_portfolio,ald_sector,Steel,Steel,Stahl,Acier,Acero
data_key_bars_portfolio,asset_class,Corporate Bonds,Corporate Bonds,Unternehmensanleihen,Obligations d'entreprises,Bonos corporativos
data_key_bars_portfolio,asset_class,Listed Equity,Listed Equity,Aktien,Actions,Acciones
data_key_bars_portfolio,technology,Electric,LDV: Electric,LDV: Elektrische,LDV: Électrique,VL: Vehículos eléctricos
data_key_bars_portfolio,technology,Hybrid,LDV: Hybrid,LDV: Hybrid,LDV: Hybride,VL: Vehículos híbridos
data_key_bars_portfolio,technology,ICE,LDV: ICE,LDV: Verbrennungsmotor,LDV: Moteur à combustion,VL: Vehículos de combustión interna
data_key_bars_portfolio,technology,FuelCell,LDV: Fuel Cell,LDV: Brennstoffzellen,LDV: Pile à combustible,VL: Vehículos de pilas de combustibles
data_key_bars_portfolio,technology,Coal,Coal,Kohle,Charbon,Carbón
data_key_bars_portfolio,technology,Gas,Gas,Gas,Gaz,Gas
data_key_bars_portfolio,technology,Oil,Oil,Öl,Pétrole,Petróleo
data_key_bars_portfolio,technology,CoalCap,Coal Power,Kohlekraft,Energie à base de charbon,Energía a base de carbón
data_key_bars_portfolio,technology,GasCap,Gas Power,Gaskraft,Energie à base de gaz,Energía a base de gas
data_key_bars_portfolio,technology,HydroCap,Hydropower,Wasserkraft,Energie hydraulique,Energía hidroeléctrica
data_key_bars_portfolio,technology,NuclearCap,Nuclear Power,Kernenergie,Energie nucléaire,Energía nuclear
data_key_bars_portfolio,technology,OilCap,Oil Power,Öl-Power,Energie à base de pétrole,Energía a base de petróleo
data_key_bars_portfolio,technology,RenewablesCap,Renewables,Erneuerbare Energien,Energie renouvelable,Energías Renovables
data_key_bars_portfolio,technology,Electric_HDV,HDV: Electric,HDV: Elektrisches,HDV: Électrique,VP: Vehículos eléctricos
data_key_bars_portfolio,technology,FuelCell_HDV,HDV: Fuel Cell,HDV: Brennstoffzellen,HDV: Pile à combustible,VP: Vehículos de pilas de combustibles
data_key_bars_portfolio,technology,Hybrid_HDV,HDV: Hybrid,HDV: Hybridantrieb,HDV: Hybride,VP: Vehículos híbridos
data_key_bars_portfolio,technology,ICE_HDV,HDV: ICE,HDV: Verbrennungsmotor,HDV: Moteur à combustion,VP: Vehículos de combustión interna
data_key_bars_portfolio,technology,Freight,Freight,Fracht,Fret,Carga
data_key_bars_portfolio,technology,Mix,Mix,Mischen,Mix,Mixto
data_key_bars_portfolio,technology,Other,Other,Andere,Autres,Otros
data_key_bars_portfolio,technology,Passenger,Passenger,Passagier,Passager,Pasajero
data_key_bars_portfolio,id,Portfolio,Portfolio,Portfolio,Portefeuille,Portafolio
data_key_bars_portfolio,id,Aligned* Portfolio,Aligned* Portfolio,Ausgerichtetes* Portfolio,Portefeuille aligné*,Portafolio alineado*
data_peercomparison,asset_class,Corporate Bonds,Corporate Bonds,Unternehmensanleihen,Obligations d'entreprises,Bonos corporativos
data_peercomparison,asset_class,Listed Equity,Listed Equity,Aktien,Actions,Acciones
data_peer_bubbles,ald_sector,Automotive,Automotive,Automobilindustrie,Industrie automobile,Automotriz
data_peer_bubbles,ald_sector,Coal,Coal,Kohle,Charbon,Carbón
data_peer_bubbles,ald_sector,Oil&Gas,Oil & Gas,Öl & Gas,Pétrole et gaz,Petróleo y gas
data_peer_bubbles,ald_sector,Power,Power,Energie,Energie,Energía
data_peer_bubbles,asset_class,Corporate Bonds,Corporate Bonds,Unternehmensanleihen,Obligations d'entreprises,Bonos corporativos
data_peer_bubbles,asset_class,Listed Equity,Listed Equity,Aktien,Actions,Acciones
data_peer_bubbles,peer_group,pensionfund,Pension Fund Peer Group,Pensionsfonds Peergroup,Fonds de pensiongrupo de pares,Fondos de pensiones groupe de pairs
data_peer_bubbles,peer_group,assetmanager,Asset Manager Peer Group,Vermögensverwalter Peergroup,Gestionnaire d'actifs grupo de pares,Administrador de activos groupe de pairs
data_peer_bubbles,peer_group,bank,Banking Peer Group,Bankwesen Peergroup,Banque grupo de pares,Banca groupe de pairs
data_peer_bubbles,peer_group,insurance,Insurance Peer Group,Versicherung Peergroup,Assurance grupo de pares,Aseguradoras groupe de pairs
data_peer_bubbles,peer_group,Meta Investor,Meta Investor Peer Group,Meta-Investor Peergroup,Méta-investisseur grupo de pares,Meta Inversionista groupe de pairs
data_peer_bubbles,peer_group,Others,Others Peer Group,Anderen Peergroup,Autres grupo de pares,Otros groupe de pairs
data_peer_bubbles,peer_group,Pension Funds and Insurances,Pension Funds and Insurances Peer Group,Pensionsfonds und Versicherung Peergroup,Fonds de pension et assurances grupo de pares,Fondos de pensiones groupe de pairs
data_peer_bubbles,peer_group,Banks and Asset Managers,Banks and Asset Managers Peer Group,Banken und Vermögensverwalter Peergroup,Banques et gestionnaires d'actifs grupo de pares,Bancos y administradores de activos groupe de pairs
data_peer_bubbles,peer_group,multimercado_alocacao,Multimercado Alocacao,Multimercado Alocacao,Multimercado Alocacao,Multimercado Alocacao
data_peer_bubbles,peer_group,multimercado_estrategia,Multimercado Estrategia,Multimercado Estrategia,Multimercado Estrategia,Multimercado Estrategia
data_peer_bubbles,peer_group,outros,Outros,Outros,Outros,Outros
data_peer_bubbles,peer_group,renda_fixa_credito_privado,Renda Fixa Credito Privado,Renda Fixa Credito Privado,Renda Fixa Credito Privado,Renda Fixa Credito Privado
data_peer_bubbles,peer_group,acoes_indexados,Acoes Indexados,Acoes Indexados,Acoes Indexados,Acoes Indexados
data_peer_bubbles,peer_group,acoes_esg,Acoes ESG,Acoes ESG,Acoes ESG,Acoes ESG
data_peer_bubbles,peer_group,acoes_ativos,Acoes Ativos,Acoes Ativos,Acoes Ativos,Acoes Ativos
data_peer_table,Asset Class,Corporate Bonds,Corporate Bonds,Unternehmensanleihen,Obligations d'entreprises,Bonos corporativos
data_peer_table,Asset Class,Listed Equity,Listed Equity,Aktien,Actions,Acciones
data_peer_table,Sector,Automotive,Automotive,Automobilindustrie,Industrie automobile,Automotriz
data_peer_table,Sector,Coal,Coal,Kohle,Charbon,Carbón
data_peer_table,Sector,Oil&Gas,Oil & Gas,Öl & Gas,Pétrole et gaz,Petróleo y gas
data_peer_table,Sector,Power,Power,Energie,Energie,Energía
data_peer_table,Technology,Electric,LDV: Electric,LDV: Elektrische,LDV: Électrique,VL: Vehículos eléctricos
data_peer_table,Technology,Hybrid,LDV: Hybrid,LDV: Hybrid,LDV: Hybride,VL: Vehículos híbridos
data_peer_table,Technology,ICE,LDV: ICE,LDV: Verbrennungsmotor,LDV: Moteur à combustion,VL: Vehículos de combustión interna
data_peer_table,Technology,Coal,Coal,Kohle,Charbon,Carbón
data_peer_table,Technology,Gas,Gas,Gas,Gaz,Gas
data_peer_table,Technology,Oil,Oil,Öl,Pétrole,Petróleo
data_peer_table,Technology,CoalCap,Coal Power,Kohlekraft,Energie à base de charbon,Energía a base de carbón
data_peer_table,Technology,GasCap,Gas Power,Gaskraft,Energie à base de gaz,Energía a base de gas
data_peer_table,Technology,HydroCap,Hydropower,Wasserkraft,Energie hydraulique,Energía hidroeléctrica
data_peer_table,Technology,NuclearCap,Nuclear Power,Kernenergie,Energie nucléaire,Energía nuclear
data_peer_table,Technology,OilCap,Oil Power,Öl-Power,Energie à base de pétrole,Energía a base de petróleo
data_peer_table,Technology,RenewablesCap,Renewables,Erneuerbare Energien,Energie renouvelable,Energías Renovables
data_peer_table,Technology,Coal Power,Coal Power,Kohlekraft,Energie à base de charbon,Energía a base de carbón
data_peer_table,Technology,Gas Power,Gas Power,Gaskraft,Energie à base de gaz,Energía a base de gas
data_peer_table,Technology,Hydro Power,Hydropower,Wasserkraft,Energie hydraulique,Energía hidroeléctrica
data_peer_table,Technology,Nuclear Power,Nuclear Power,Kernenergie,Energie nucléaire,Energía nuclear
data_peer_table,Technology,Oil Power,Oil Power,Öl-Power,Energie à base de pétrole,Energía a base de petróleo
data_peer_table,Technology,Renewables Power,Renewables,Erneuerbare Energien,Energie renouvelable,Energías Renovables
